2018,0.105,0.077,0.1782
2019,0.1325,0.07,0.2025
2020,0.1349,0.0716,0.1887
2021,0.1186,0.0698,0.1927
2022,0.134,0.0587,0.1815
2023,0.1183,0.0632,0.1609
2024,0.089,0.071,0.1596
2025,0.0947,0.0649,0.1718
2026,0.1086,0.0632,0.1599
2027,0.0967,0.0632,0.1561
2028,0.0929,0.0632,0.1549
2029,0.0917,0.0632,0.1544
2030,0.0912,0.0632,0.1539
2031,0.0908,0.0632,0.1539
2032,0.0907,0.0632,0.1539
2033,0.0907,0.0632,0.1539
2034,0.0907,0.0632,0.1539
2035,0.0907,0.0632,0.1539
2036,0.0907,0.0632,0.1539
2037,0.0907,0.0632,0.1539
2038,0.0907,0.0632,0.1539
2039,0.0907,0.0632,0.1539
2040,0.0907,0.0632,0.1539
2041,0.0907,0.0632,0.1539
2042,0.0907,0.0632,0.1539
2043,0.0907,0.0632,0.1539
2044,0.0907,0.0632,0.1539
2045,0.0907,0.0632,0.1539
2046,0.0103,0.0632,0.0735
2047,0.0065,0.0632,0.0697
